word,pos,cefr_level,uzbek_translation
tank,n.,B2,tank
target,v.,B2,mo'ljallamoq
tear,"v., n.",B2,yirtmoq; yirtilgan joy
tear,n.,B2,ko'z yoshi
temporary,adj.,B2,vaqtinchalik
term,v.,B2,atamoq
therapy,n.,B2,terapiya
threat,n.,B2,tahdid
threaten,v.,B2,tahdid qilmoq
thus,adv.,B2,shunday qilib
time,v.,B2,tashkillashtirmoq
title,v.,B2,nom bermoq
tone,n.,B2,ohang
tough,adj.,B2,mushkul
track,v.,B2,kuzatmoq
transfer,"v., n.",B2,ko'chirmoq; ko'chirish
transform,v.,B2,aylantirmoq
transition,n.,B2,o'tish
trial,n.,B2,sinov
trip,v.,B2,qoqilmoq
tropical,adj.,B2,tropik
trouble,v.,B2,bezovta qilmoq
truly,adv.,B2,haqiqatan
trust,"n., v.",B2,ishonch; ishonmoq
try,n.,B2,urinish
tune,n.,B2,kuy
tunnel,n.,B2,tunnel
ultimately,adv.,B2,oxir oqibat
unconscious,adj.,B2,behush
unexpected,adj.,B2,kutilmagan
unique,adj.,B2,yakka
universe,n.,B2,koinot
unknown,adj.,B2,noma'lum
upper,adj.,B2,ustki
upward,adv.,B2,yuqoriga
urban,adj.,B2,shaharga oid
urge,v.,B2,undamoq
value,v.,B2,qadrlamoq
van,n.,B2,furgon
vary,v.,B2,o'zgarmoq
vast,adj.,B2,bepoyon
venue,n.,B2,maskan
very,adj.,B2,g'irt
via,prep.,B2,orqali
victory,n.,B2,g'alaba
violence,n.,B2,zo'ravonlik
virtual,adj.,B2,deyarli chin
vision,n.,B2,ko'rish
visual,adj.,B2,ko'rinadigan
vital,adj.,B2,juda muhim
vitamin,n.,B2,vitamin
volume,n.,B2,hajm
wage,n.,B2,maosh
way,adv.,B2,ancha
weakness,n.,B2,ojizlik
wealth,n.,B2,boylik
wealthy,adj.,B2,badavlat
whereas,conj.,B2,holbuki
wherever,conj.,B2,hamma yerda
whisper,"v., n.",B2,pichirlamoq; pichirlash
whom,pron.,B2,kimni
widely,adv.,B2,keng ko'lamda
wildlife,n.,B2,yovvoyi tabiat
willing,adj.,B2,tayyor
wind,v.,B2,nafasini bo'gmoq
wire,n.,B2,sim
wise,adj.,B2,dono
witness,"n., v.",B2,guvoh; guvoh bo'lmoq
worse,n.,B2,undanam yomonroq
worst,n.,B2,eng yomoni
worth,n.,B2,qiymat
wound,"n., v.",B2,yara; yaralamoq
wrap,v.,B2,o'ramoq
wrong,n.,B2,nohaq harakat
yet,conj.,B2,ammo
zone,n.,B2,zona
abolish,v.,C1,bekor qilmoq
abortion,n.,C1,abort
absence,n.,C1,"yo'qlik, g'oyiblik"
absent,adj.,C1,"yo'q, g'oyib"
absorb,v.,B2,"so'rmoq, singdirmoq"
abstract,adj.,B2,"mavhum, abstrakt"
absurd,adj.,C1,"bema'ni, absurd"
abuse,"n., v.",C1,"suiiste'mol, haqorat"
academy,n.,C1,akademiya
accelerate,v.,C1,tezlashtirmoq
accent,n.,B2,"urg'u, sheva"
acceptance,n.,C1,qabul qilish
accessible,adj.,C1,"qulay, kirish mumkin"
accidentally,adv.,B2,tasodifan
accommodate,v.,B2,"joylashtirmoq, moslashmoq"
accommodation,n.,B2,"turar joy, yotoqxona"
accomplish,v.,B2,"amalga oshirmoq, bajarmoq"
accomplishment,n.,C1,"yutuq, muvaffaqiyat"
accordingly,adv.,C1,"shunga ko'ra, binobarin"
accountability,n.,C1,"mas'uliyat, javobgarlik"
accountable,adj.,C1,"mas'ul, javobgar"
accountant,n.,B2,"buxgalter, hisobchi"
accumulate,v.,C1,"to'plamoq, yig'moq"
accumulation,n.,C1,"to'planma, yig'indisi"
accuracy,n.,B2,"aniqlik, to'g'rilik"
accurately,adv.,B2,"aniq, to'g'ri ravishda"
accusation,n.,C1,"ayblov, da'vo"
accused,n.,C1,ayblanuvchi
"acid n. B2,",adj.,C1,kislota
acquisition,n.,C1,"sotib olish, qo'lga kiritish"
acre,n.,B2,akr (yer o'lchovi)
activate,v.,B2,"faollashtirmoq, ishga tushirmoq"
activation,n.,C1,faollashtirish
activist,n.,C1,"faol, aktivist"
acute,adj.,C1,"o'tkir, kuchli"
adaptation,n.,C1,"moslashuv, adaptatsiya"
addiction,n.,B2,"qaramlik, odatlanish"
additionally,adv.,B2,"qo'shimcha ravishda, bundan tashqari"
adequate,adj.,B2,"yetarli, mos"
adequately,adv.,B2,yetarli darajada
adhere,v.,C1,"yopishmoq, amal qilmoq"
adjacent,adj.,C1,"qo'shni, yonidagi"
adjust,v.,B2,"sozlamoq, moslashmoq"
adjustment,n.,C1,"sozlash, moslashish"
administer,v.,C1,"boshqarmoq, idora qilmoq"
administrative,adj.,C1,"ma'muriy, boshqaruv"
administrator,n.,C1,"ma'mur, boshqaruvchi"
admission,n.,C1,"qabul, kirish, tan olish"
adolescent,n.,C1,"o'smir, balog'atga yetmagan"
adoption,n.,C1,"farzandlikka olish, qabul qilish"
adverse,adj.,C1,"noqulay, salbiy"
advocate,"n., v.",C1,"himoyachi, tarafdor, yoqlash"
aesthetic,adj.,C1,"estetik, badiiy"
affection,n.,C1,"mehr, sevgi, mehr-muhabbat"
affordable,adj.,B2,"arzon, qulay narxdagi"
aftermath,n.,C1,"oqibat, izdan so'nggi holat"
aged,adj.,B2,"keksa, qarigan"
aggression,n.,C1,"tajovuz, agressiya"
agricultural,adj.,C1,qishloq xo'jaligi
agriculture,n.,B2,"qishloq xo'jaligi, dehqonchilik"
aide,n.,C1,"yordamchi, ko'mak"
AIDS,n.,B2,OITS (kasallik)
alert,"v., n., adj.",C1,"ogohlantiruv, serzardalik, ogohlantirmoq"
"alien n. B2,",adj.,C1,"chet el fuqarosi, begona"
align,v.,C1,"tekislamoq, moslashmoq"
alignment,n.,C1,"moslashuv, tekislash"
alike,"adv., adj.",C1,"bir xil, o'xshash"
allegation,n.,C1,"da'vo, ayblov"
allege,v.,C1,"da'vo qilmoq, aytmoq"
allegedly,adv.,C1,"guyo, deyilishicha"
alliance,n.,C1,"ittifoq, uyushma"
allocate,v.,C1,"ajratmoq, taqsimlash"
allocation,n.,C1,"ajratish, taqsimlash"
allowance,n.,C1,"nafaqa, imtiyoz, ruxsat etilgan miqdor"
ally,n.,C1,"ittifoqchi, hamkor"
alongside,prep.,B2,"yonida, bilan birga"
altogether,adv.,B2,"umuman, jami, butunlay"
aluminum,n.,C1,alyuminiy
amateur,"adj., n.",C1,"havaskor, amateur"
ambassador,n.,C1,"elchi, ambassador"
ambitious,adj.,B2,"ambitsiyali, intiluvchi"
ambulance,n.,B2,tez yordam mashinasi
amend,v.,C1,"o'zgartirmoq, tuzatmoq"
amendment,n.,C1,"o'zgartirishlar, tuzatish"
amid,prep.,C1,"orasida, davomida"
amusing,adj.,B2,"qiziqarli, kulgili"
analogy,n.,C1,"o'xshashlik, analogiya"
analyst,n.,B2,"tahlilchi, analitik"
ancestor,n.,B2,"ajdod, ota-bobo"
anchor,n.,C1,"langar, tayanch, boshlovchi"
angel,n.,C1,"farishta, malak"
animation,n.,B2,"animatsiya, jonlantiruv"
annually,adv.,B2,"har yili, yillik"
anonymous,adj.,C1,"noma'lum, anonim"
anticipate,v.,B2,"kutmoq, oldindan sezmoq"
anxiety,n.,B2,"xavotir, tashvish"
apology,n.,B2,"uzr so'rash, kechirim"
apparatus,n.,C1,"apparat, qurilma"
apparel,n.,C1,"kiyim-kechak, libos"
appealing,adj.,C1,"jozibali, qiziqarli"
appetite,n.,C1,"ishtaha, istak"
applaud,v.,C1,"qarsak chalmoq, maqtamoq"
applicable,adj.,C1,"qo'llaniladigan, tegishli"
applicant,n.,B2,"ariza beruvchi, nomzod"
appoint,v.,C1,"tayinlamoq, belgilamoq"
appreciation,n.,C1,"minnatdorchilik, qadrlash"
appropriately,adv.,B2,"mos ravishda, tegishli tarzda"
arbitrary,adj.,C1,"o'zboshimchalik, asossiz"
architectural,adj.,C1,"me'moriy, arxitektura"
archive,n.,C1,"arxiv, hujjatlar fondi"
arena,n.,C1,"arena, maydon"
array,n.,C1,"qator, to'plam, joylashtirmoq"
arrow,n.,B2,"o'q, strelka"
articulate,v.,C1,"aniq ifodalash, ravon gapirmoq"
artwork,n.,B2,"san'at asari, rassom ishi"
ash,n.,C1,kul
aspiration,n.,C1,"intilish, orzu-istak"
aspire,v.,C1,"intilmoq, orzulamoq"
assassination,n.,C1,"suiqasd, o'ldirish"
assault,"n., v.",C1,"hujum, tajovuz"
assemble,v.,C1,"yig'moq, to'plamoq"
assembly,n.,C1,"majlis, yig'ilish"
assert,v.,C1,"da'vo qilmoq, ta'kidlamoq"
assertion,n.,C1,"da'vo, ta'kid"
asset,n.,B2,"boylik, mulk"
assign,v.,B2,"belgilamoq, topshirmoq"
assistance,n.,B2,"yordam, ko'mak"
assumption,n.,B2,"taxmin, faraz"
assurance,n.,C1,"kafolat, ishonch"
assure,v.,B2,"kafolatlash, ishontirmoq"
astonishing,adj.,B2,"hayratlanarli, ajoyib"
asylum,n.,C1,"boshpana, psixiatriya shifoxonasi"
athletic,adj.,B2,"sport, atletik"
atrocity,n.,C1,"vahshiylik, dahshat"
attachment,n.,B2,"biriktirma, ilova, bog'liqlik"
attain,v.,C1,"erishmoq, qo'lga kiritmoq"
attendance,n.,C1,"qatnashuv, keluvchilar soni"
attribute,"v., n.",C1,"xususiyat, sifat, nisbat bermoq"
auction,n.,C1,"kim oshdi savdosi, auksion"
audio,adj.,B2,"audio, tovush"
audit,n.,C1,"audit, tekshiruv"
authentic,adj.,C1,"haqiqiy, original"
authorize,v.,C1,"ruxsat bermoq, vakolat bermoq"
auto,n.,C1,"avto, avtomobil"
autonomy,n.,C1,"avtonomiya, mustaqillik"
autumn,n.,C1,kuz
availability,n.,C1,"mavjudlik, qulaylik"
await,v.,C1,kutmoq
awareness,n.,B2,"xabardorlik, ong"
awkward,adj.,B2,"noqulay, g'alati"
backdrop,n.,C1,"fon, orqa ko'rinish"
backing,n.,C1,"qo'llab-quvvatlash, yordami"
backup,n.,C1,"zahira, nusxa olish"
badge,n.,B2,"nishon, belgi"
bail,n.,C1,"kafillik, garov"
balanced,adj.,B2,"mutanosib, muvozanatli"
ballet,n.,B2,balet
balloon,n.,B2,"sharcha, sharshabal"
ballot,n.,C1,"ovoz berish, byulleten"
bankruptcy,n.,C1,"bankrotlik, iflos"
banner,n.,C1,"banner, bayroq, shior"
bare,adj.,C1,"yalang'och, usta, faqat"
barely,adv.,B2,"zo'rg'a, deyarli emas"
bargain,n.,B2,"savdolashmoq, kelishuv"
barrel,n.,C1,"bochka, barrel"
basement,n.,B2,"podval, er osti qavat"
basket,n.,B2,"savat, zanbil"
bass,n.,C1,"bas (musiqa), bas baliq"
bat,n.,B2,"ko'rshapalak, kreket taxtasi"
battlefield,n.,C1,jang maydoni
bay,n.,C1,"qo'ltiq, ko'rfaz"
beam,n.,C1,"nur, brus, kamar"
beast,n.,C1,"hayvon, yirtqich"
behalf,n.,C1,"nomidan, manfaatiga"
behavioral,adj.,C1,"xulq-atvor, harakatga oid"
beloved,adj.,C1,"sevimli, qadrdoni"
bench,n.,C1,"skameyka, sudya o'rnindagi"
benchmark,n.,C1,"mezon, taqqoslash ko'rsatkichi"
beneath,prep.,C1,"ostida, pastida"
beneficial,adj.,B2,"foydali, manfaatli"
beneficiary,n.,C1,"foydalanuvchi, nafaqa oluvchi"
beside,prep.,B2,"yonida, tashqarida"
besides,"prep., adv.",B2,"bundan tashqari, shuningdek"
betray,v.,C1,"xiyonat qilmoq, sotmoq"
beverage,n.,C1,ichimlik
bias,n.,B2,"tarafkashlik, noto'g'ri munosabat"
bid,"n., v.",B2,"taklif, narx belgilash, harakat qilish"
bind,v.,C1,"bog'lamoq, majbur qilmoq"
biography,n.,C1,"tarjimai hol, biografiya"
biological,adj.,B2,biologik
bishop,n.,C1,"yepiskop, shaxmat filichisi"
bizarre,adj.,C1,"g'alati, qiziq"
blade,n.,C1,"pichoq tigri, tishli qirrasi"
blanket,n.,B2,"ko'rpa, umumiy"
blast,"n., v.",C1,"portlash, kuchli shamol"
bleed,v.,C1,qon oqmoq
blend,"v., n.",C1,"aralashmoq, qorishmoq"
bless,v.,C1,"duo qilmoq, barakalamoq"
blessing,n.,C1,"baraka, dua"
boast,v.,C1,"maqtanmoq, g'ururlanmoq"
bold,adj.,B2,"jasur, qalin (shrift)"
bombing,n.,B2,"bombardimon, portlatish"
bonus,n.,C1,"bonus, qo'shimcha haq"
booking,n.,C1,"bron qilish, oldindan buyurtma"
boom,n.,C1,"gullash, portlash ovozi"
boost,"v., n.",B2,"oshirmoq, kuchaytirmoq"
bounce,v.,C1,"sakrash, qaytmoq"
bound,adj.,B2,"chegaralangan, majbur, sakrash"
boundary,n.,C1,"chegara, chegaralanish"
bow,"v., n.",C1,"ta'zim, kamon, yoy"
breach,"n., v.",C1,"buzilish, yoriq"
breakdown,n.,C1,"buzilish, tahlil"
breakthrough,n.,C1,"yutuq, kashfiyot"
breed,"v., n.",C1,"nasl, zot, ko'paytirmoq"
brick,n.,B2,g'isht
briefly,adv.,B2,"qisqacha, bir zum"
broadband,n.,C1,keng chastotali internet
broadcaster,n.,B2,teleradio eshittiruvchi
broadly,adv.,B2,"keng, umuman"
browser,n.,C1,"brauzer, ko'ruvchi"
brutal,adj.,C1,"shafqatsiz, vahshiy"
buck,n.,B2,"dollar, erkak bug'u"
buddy,n.,C1,"do'st, sheriq"
buffer,n.,C1,"bufer, himoya"
bug,n.,B2,"xato (dastur), hasharot"
bulk,n.,C1,"hajm, katta miqdor"
burden,n.,C1,"yuk, og'irlik"
bureaucracy,n.,C1,byurokratiya
burial,n.,C1,dafn etish
burst,v.,C1,"portlash, yorilib ketish"
cabin,n.,B2,"kabina, yog'och uy"
cabinet,n.,C1,"kabinet, shkaf, ministrlar kengashi"
calculation,n.,C1,"hisob-kitob, hisoblash"
canal,n.,B2,"kanal, ariq"
candle,n.,B2,sham
canvas,n.,C1,"kanvas, chizg'ich mato"
capability,n.,C1,"qobiliyat, imkoniyat"
capitalism,n.,C1,kapitalizm
capitalist,adj.,C1,kapitalist
carbon,n.,B2,"uglerod, karbon"
cargo,n.,C1,"yuk, kargo"
carriage,n.,C1,"arava, vagon"
carve,v.,C1,"o'ymoq, kesmoq"
casino,n.,C1,kazino
castle,n.,B2,"qal'a, shaxmat shahmatdoni"
casual,adj.,B2,"tasodifiy, erkin, kundalik"
casualty,n.,C1,"yo'qotish, jarohatlanuvchi"
catalog,n.,C1,"katalog, ro'yxat"
cater,v.,C1,"xizmat qilmoq, ta'minlamoq"
cattle,n.,C1,"qoramol, chorva"
caution,n.,C1,"ehtiyotkorlik, ogohlantirish"
cautious,adj.,C1,"ehtiyotkor, ogoh"
cave,n.,B2,"g'or, sing'ir"
cease,v.,C1,"to'xtatmoq, tugatmoq"
cemetery,n.,C1,"qabriston, qabr"
certainty,n.,B2,"aniqlik, ishonch"
certificate,n.,B2,"guvohnoma, sertifikat"
challenging,adj.,B2,"qiyinchilikli, muammoli"
chamber,n.,C1,"xona, palatasi (parlament)"
championship,n.,B2,"chempionat, birlik"
chaos,n.,C1,"tartibsizlik, xaos"
characterize,v.,C1,"tavsiflash, xarakterlash"
charm,n.,C1,"joziba, sehr"
charming,adj.,B2,"jozibali, sehrli"
charter,n.,C1,"nizom, hujjat, chater"
chase,"v., n.",B2,"quvmoq, ta'qib qilmoq"
cheek,n.,B2,"yonoq, yuzsizlik"
cheer,"v., n.",B2,"quvontirmoq, xursandchilik"
choir,n.,C1,"xor, jamoasi"
chop,v.,B2,"chopmoq, bo'lamoq"
chronic,adj.,C1,"surunkali, uzoq davom etuvchi"
chunk,n.,C1,"bo'lak, katta parcha"
circuit,n.,B2,"elektr zanjiri, sxema"
circulate,v.,C1,"aylanmoq, tarqatmoq"
circulation,n.,C1,"aylanish, tarqatish"
citizenship,n.,C1,fuqarolik
civic,adj.,C1,"fuqarolik, shaharga oid"
civilian,"n., adj.",C1,"tinch aholi, fuqaro"
civilization,n.,B2,"tsivilizatsiya, madaniyat"
clarify,v.,B2,"aniqlashtirmoq, tushuntirmoq"
clarity,n.,C1,"aniqlik, ravshan"
clash,n.,C1,"to'qnashuv, ziddiyat"
classification,n.,C1,"tasnif, turkumlash"
classify,v.,B2,"tasniflash, turkumlash"
cliff,n.,B2,"qoya, tik yon bag'ir"
cling,v.,C1,"yopishmoq, mahkam tutmoq"
clinic,n.,B2,"klinika, ambulatoriya"
clinical,adj.,C1,"klinik, tibbiy"
clip,n.,B2,"qisqich, kesma, klip"
closure,n.,C1,"yopish, tugatish"
cluster,n.,C1,"to'plam, guruh, klaster"
coalition,n.,C1,"koalitsiya, ittifoq"
coastal,adj.,C1,"qirg'oq, sohilga oid"
cocktail,n.,C1,kokteyl
cognitive,adj.,C1,"bilish, kognitiv"
coincide,v.,C1,"mos kelmoq, bir vaqtda sodir bo'lmoq"
coincidence,n.,B2,"tasodif, mos kelish"
collaborate,v.,C1,hamkorlik qilmoq
collaboration,n.,C1,"hamkorlik, birgalikda ish"
collective,adj.,C1,"kollektiv, birlashgan"
collector,n.,B2,"kolleksioner, yig'uvchi"
collision,n.,C1,"to'qnashuv, urushish"
colonial,adj.,C1,"mustamlaka, kolonial"
colony,n.,B2,"mustamlaka, koloniya"
colorful,adj.,B2,"rangli, rang-barang"
columnist,n.,C1,muharrirlik kolumnisti
combat,"n., v.",C1,"jangovar kurash, kurashmoq"
comic,"adj., n.",B2,"hazilchi, kulgili"
commander,n.,B2,qo'mondon
commence,v.,C1,"boshlash, boshlanmoq"
commentary,n.,C1,"sharh, izoh"
commentator,n.,C1,"sharhlovchi, kommentator"
commerce,n.,C1,"savdo, tijorat"
commissioner,n.,C1,"komissioner, ma'mur"
commodity,n.,C1,"tovar, mahsulot"
communist,adj.,C1,kommunist
companion,n.,C1,"hamroh, do'st"
comparable,adj.,C1,"taqqoslanadigan, o'xshash"
comparative,adj.,B2,"qiyosiy, taqqoslama"
compassion,n.,C1,"rahm-shafqat, hamdardlik"
compel,v.,C1,"majburlash, undamoq"
compelling,adj.,C1,"majburlovchi, qiziqarli"
compensate,v.,C1,"qoplash, tovon to'lash"
compensation,n.,C1,"tovon, qoplash"
competence,n.,C1,"malaka, qobiliyat"
competent,adj.,C1,"malakali, qobiliyatli"
compile,v.,C1,"tuzmoq, to'plamoq"
complement,v.,C1,"to'ldirish, qo'shimcha"
completion,n.,B2,"yakunlash, tugatish"
complexity,n.,C1,murakkablik
compliance,n.,C1,"muvofiqlik, bo'ysunish"
complication,n.,C1,"asorat, murakkablik"
comply,v.,C1,"bo'ysunmoq, rioya qilmoq"
compose,v.,B2,"tuzmoq, yozmoq, bastakorlik"
composer,n.,B2,bastakor
composition,n.,C1,"tarkib, inshoi, asar"
compound,n.,B2,"murakkab, birikmasi"
comprehensive,adj.,B2,"keng qamrovli, to'liq"
comprise,v.,B2,"o'z ichiga olmoq, tashkil topmoq"
compromise,"n., v.",C1,"kelishuv, murosa"
compulsory,adj.,B2,majburiy
compute,v.,C1,hisoblash
conceal,v.,C1,"yashirmoq, berkitmoq"
concede,v.,C1,"tan olmoq, yon bermoq"
conceive,v.,C1,"o'ylamoq, homilador bo'lmoq"
conception,n.,C1,"tushuncha, tasavvur, homilaning paydo bo'lishi"
concession,n.,C1,"imtiyoz, yon berish"
concrete,"adj., n.",B2,"beton, aniq, konkret"
condemn,v.,C1,"qoralash, hukm qilmoq"
confer,v.,C1,"maslahat qilmoq, topshirmoq"
confess,v.,B2,"iqror bo'lmoq, bo'yanmoq"
confession,n.,C1,"iqror, e'tirof"
configuration,n.,C1,"konfiguratsiya, sozlash"
confine,v.,C1,"cheklash, qamash"
confirmation,n.,C1,"tasdiqlash, tasdiq"
confront,v.,C1,"yuzma-yuz bo'lmoq, qarshi turmoq"
confrontation,n.,C1,"yuzlashuv, to'qnashuv"
confusion,n.,B2,"chalkashlik, tartibsizlik"
congratulate,v.,C1,tabriklash
congregation,n.,C1,"jamoa, to'plam"
congressional,adj.,C1,"kongress, qonunchilik"
conquer,v.,C1,"zabt etmoq, yengmoq"
conscience,n.,C1,vijdon
consciousness,n.,C1,"ong, hushyorlik"
consecutive,adj.,C1,"ketma-ket, uzluksiz"
consensus,n.,C1,"konsensus, umumiy kelishuv"
consent,"n., v.",C1,"rozilik, kelishuv"
consequently,adv.,B2,"natijada, binobarin"
conservation,n.,B2,"saqlash, muhofaza qilish"
conserve,v.,C1,"saqlash, tejash"
considerable,adj.,B2,"sezilarli, katta"
considerably,adv.,B2,"sezilarli darajada, ancha"
consistency,n.,C1,"izchillik, mustahkamlik"
consistently,adv.,B2,"izchil, doimo"
consolidate,v.,C1,"mustahkamlash, birlashtirish"
conspiracy,n.,B2,"fitna, suiiste'mol"
constitute,v.,C1,"tashkil qilmoq, bo'lmoq"
constitution,n.,C1,"konstitutsiya, tuzilish"
constitutional,adj.,C1,konstitutsiyaviy
constraint,n.,C1,"cheklov, to'siq"
consult,v.,B2,"maslahat olmoq, ko'rishmoq"
consultant,n.,B2,"maslahatchi, konsultant"
consultation,n.,C1,"maslahat, konsultatsiya"
consumption,n.,B2,"iste'mol, sarflash"
contemplate,v.,C1,"o'ylamoq, mulohaza qilmoq"
contempt,n.,C1,"nafrat, mensimovchilik"
contend,v.,C1,"bahslashmoq, da'vo qilmoq"
contender,n.,C1,"raqib, da'vogar"
contention,n.,C1,"bahslashish, da'vo"
continually,adv.,C1,"uzluksiz, doimo"
contractor,n.,C1,"pudratchi, shartnomachi"
contradiction,n.,C1,"qarama-qarshilik, ziddiyat"
contrary,"adj., n.",C1,"aksincha, teskari"
contributor,n.,C1,"hissa qo'shuvchi, mualliflardan biri"
controversial,adj.,B2,"bahsli, munozarali"
controversy,n.,B2,"bahsli masala, munozara"
convenience,n.,B2,"qulaylik, qulay holat"
convention,n.,B2,"an'ana, konventsiya"
conventional,adj.,B2,"an'anaviy, odatdagi"
conversion,n.,C1,"o'zgartirish, konvertatsiya"
convey,v.,B2,"yetkazmoq, ifodalamoq"
convict,v.,C1,"mahkum qilmoq, mahkum"
conviction,n.,C1,"hukm, ishonch"
convincing,adj.,B2,"ishontiruvchi, qonigtaruvchi"
cooperate,v.,C1,hamkorlik qilmoq
cooperative,adj.,C1,"kooperativ, hamkorlik"
coordinate,v.,C1,"muvofiqlashmoq, koordinatlash"
coordination,n.,C1,"muvofiqlashtirish, koordinatsiya"
coordinator,n.,C1,"koordinator, muvofiqlashtiruvchan"
cop,n.,B2,"politsiyachi, militsiyachi"
cope,v.,B2,"dosh bermoq, bardosh qilmoq"
copper,n.,C1,mis
copyright,n.,C1,mualliflik huquqi
corporation,n.,B2,"korporatsiya, kompaniya"
correction,n.,C1,"tuzatish, to'g'irlash"
correlate,v.,C1,"bog'liq bo'lmoq, korrelyatsiyalash"
correlation,n.,C1,"korrelyatsiya, bog'liqlik"
correspond,v.,C1,"mos kelmoq, xat yozmoq"
correspondence,n.,C1,"yozishmalar, mos kelish"
correspondent,n.,C1,"muxbir, muallif"
corresponding,adj.,C1,"tegishli, mos keladigan"
corridor,n.,B2,"koridor, yo'lak"
corrupt,adj.,C1,"buzilgan, poraxo'r"
corruption,n.,C1,"korrupsiya, buzilish"
costly,adj.,C1,"qimmat, narxli"
councilor,n.,C1,kengash a'zosi
counseling,n.,C1,"maslahat berish, psixologik yordam"
counselor,n.,C1,"maslahatchi, psixolog"
counter,n.,B2,"hisoblagich, qarshi, stol"
counterpart,n.,C1,"hamkasb, qarama-qarshi tomon"
countless,adj.,C1,"sanoqsiz, renaming"
coup,n.,C1,davlat to'ntarishi
courtesy,n.,C1,"xushmuomalalik, iltifot"
coverage,n.,B2,"qamrov, yoritish"
cowboy,n.,B2,kovboy
crack,"v., n.",B2,"yoriq, darz, yormoq"
craft,n.,B2,"hunarmandchilik, mahorat"
crawl,v.,C1,"emaklamoq, sudralib yurmoq"
creativity,n.,B2,"ijodkorlik, kreativlik"
creator,n.,C1,"ijodkor, muallif"
credibility,n.,C1,"ishonchlilik, etiborlilik"
credible,adj.,C1,"ishonchli, e'tiborli"
creep,v.,C1,"sudralib yurmoq, yashirincha yaqinlashmoq"
critically,adv.,B2,"tanqidiy, muhim darajada"
critique,n.,C1,"tanqid, tahlil"
crown,n.,C1,"toj, ustun"
crude,adj.,C1,"xom, qo'pol"
cruise,"n., v.",B2,"kruiz, sayr qilmoq"
crush,v.,C1,"ezmoq, maydalash, qattiq sevgi"
crystal,n.,C1,"kristall, billur"
cue,n.,B2,"ishora, signal"
cult,"n., adj.",C1,"kult, e'tiqod"
cultivate,v.,C1,"ekilmoq, rivojlantirmoq"
curiosity,n.,C1,qiziquvchanlik
curious,adj.,B2,"qiziquvchan, g'alati"
curriculum,n.,B2,"o'quv dasturi, curriculum"
custody,n.,C1,"vasiylik, qamoq"
cute,adj.,B2,"chiroyli, jozibali"
cutting,n.,C1,"kesish, o'tkir"
cynical,adj.,C1,"sinik, achchiq"
dairy,"n., adj.",B2,"sutchilik, sut mahsulotlari"
dam,n.,C1,"to'g'on, suv ombori"
damaging,adj.,C1,"zararli, zarar beruvchi"
dare,v.,B2,"jur'at qilmoq, mardlik"
darkness,n.,B2,"qorong'ulik, zulmat"
database,n.,B2,ma'lumotlar bazasi
dawn,n.,C1,"tong, tong otishi"
deadline,n.,B2,"muddati, so'nggi sana"
deadly,adj.,B2,"o'ldiruvchi, halokatli"
dealer,n.,B2,"diler, sotuvchi"
debris,n.,C1,"vayronalar, chiqindila"
debut,n.,C1,"debut, birinchi marotaba"
decision-making,n.,C1,qaror qabul qilish
decisive,adj.,C1,"hal qiluvchi, qat'iy"
deck,n.,B2,"paluba, to'plam (kartalar)"
declaration,n.,C1,"e'lon, deklaratsiya"
dedicated,adj.,C1,"bag'ishlangan, fidoiy"
dedication,n.,C1,"bag'ishlash, sadoqat"
deed,n.,C1,"amal, xat-hujjat"
deem,v.,C1,"hisoblash, sanash"
default,n.,C1,"standart, sukut bo'yicha, qarzni to'lamaslik"
defect,n.,C1,"nuqson, kamchilik"
defender,n.,B2,himoyachi
defensive,adj.,C1,"mudofaaviy, himoya"
deficiency,n.,C1,"tanqislik, yetishmaslik"
deficit,n.,C1,"taqchillik, deficit"
defy,v.,C1,"bo'ysunmaslik, inkor qilmoq"
delegate,n.,C1,"vakil, topshirmoq"
delegation,n.,C1,"delegatsiya, vakillar guruhi"
delete,v.,B2,o'chirmoq
delicate,adj.,C1,"nozik, mohir"
delighted,adj.,B2,"xursand, mamnun"
democracy,n.,B2,demokratiya
democratic,adj.,B2,demokratik
demon,n.,C1,"jin, iblis"
demonstration,n.,B2,"namoyish, ko'rsatma"
denial,n.,C1,"inkor, rad etish"
denounce,v.,C1,"qoralash, fosh qilmoq"
dense,adj.,C1,"zich, qalin"
density,n.,C1,"zichlik, qalinlik"
depart,v.,B2,"jo'nab ketmoq, ketmoq"
dependence,n.,C1,"bog'liqlik, qaramlik"
dependent,adj.,B2,"bog'liq, qaram"
depict,v.,C1,"tasvirlamoq, ko'rsatmoq"
deploy,v.,C1,"joylashtirmoq, ishlatmoq"
deployment,n.,C1,"joylashtirish, safarbar"
deposit,"n., v.",B2,"omonat, joylashtirmoq"
depression,n.,B2,"depressiya, tushkunlik"
deprive,v.,C1,mahrum qilmoq
deputy,n.,C1,"o'rinbosar, deputat"
derive,v.,B2,"olmoq, hosil qilmoq"
descend,v.,C1,"tushmoq, past ketmoq"
descent,n.,C1,"tushish, kelib chiqish"
designate,v.,C1,"belgilamoq, tayinlamoq"
desirable,adj.,C1,"istalgan, yoqimli"
desktop,n.,C1,"stol ustidagi kompyuter, ish stoli"
desperately,adv.,B2,"hohlayotgancha, afsus bilan"
destruction,n.,B2,"yo'q qilish, vayron etish"
